Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills
164;Product Manager / Key Account Manager Switzerland – Rare Diseases Endocrinology (Ref. 2568);AurigaVision AG;Zürich;Adapt global and regional marketing strategies and materials to fit the Swiss market and to be aligned with Swiss regulations and develop new marketing materials | Establish and maintain contact with clients in practice and clinics in Switzerland | Manage business processes including vendor, project, and contract management | Key player in the organization of customer events (AdBoards, Symposia, Congress Activities, launch meetings) and in project management | Support market research and competitor analysis to identify market opportunities and challenges | Manage commercial budget, ensuring efficient spending aligned with strategic priorities | Liaise with external agencies (advertising, PR, communication) to ensure campaign effectiveness | Create and maintain substantial business contacts to health care professionals and nurses in the endocrine rare disease space | Gain insights from physicians and other key stakeholders, support development of a clear customer understanding in Switzerland | Foster team effectiveness by sharing knowledge, experience, and insights | Collaborate with local and regional functions such as Marketing, Medical, Market Access, Quality, Compliance, Product Supply and Legal for launch preparation;You hold a relevant academic degree - preferably a M.Sc. or PhD in Health Science, PharmD or MD or a MBA | experience in the pharmaceutical industry with ideally launch and/or rare disease experience (endocrinology knowledge is a plus) | Strong project management and organizational skills | Proven selling skills and effective communication of scientific data | Ability to quickly learn and a high degree of flexibility | Omnichannel mindset and digital capabilities including social media | Independent use of I-detailing on an iPad and CRM territory management systems | Entrepreneurial mindset and can thrive in an informal, open environment where innovation and resilience are key | High level of engagement, a can-do attitude, and hands-on mentality | Willingness to travel throughout Switzerland | Fluent in German, very good knowledge of English | Strong team player
165;Procurement Excellence Specialist (m/f/d);Endress+Hauser;Reinach;Net sales of just under 3.7 billion euros - a strong partner | Close to 17,000 employees worldwide - a reliable employer | Taking our social and environmental responsibilities seriously - a sustainable partner | Continuous annual investments of more than 260 million euros - future-oriented | Over 8,900 patents and patent applications - innovative and creative | Drive digital procurement transparency of all entities in the Group, ensuring real-time visibility into spend, contracts and supplier performance | Optimize key suppliers (by spend, size, stakeholders) and oversee contract management to secure best value and risk mitigation | Implement global performance measurement and analytics—designing dashboards, KPIs and reporting routines that empower decision-makers | Manage strategic projects and champion permanent process improvements, from automation pilots to policy roll-outs | Establish and oversee procurement risk management, identifying vulnerabilities and building mitigation plans | Support the further development of purchasing within the Group through training, guidelines and community events | Collaborate with IT to enhance our e-procurement tools and BI-based controlling systems for procurement;Hold a technical or business degree, with at least 5 years of relevant experience demonstrating independent initiative and creative solution development | Are fluent in German and English, with excellent communication skills for global stakeholder management | Have qualifications in strategic, tactical and operative procurement—and ideally in global supplier relationship management and development | Bring strong project and process management capabilities, with a track record of delivering improvements end-to-end | Can interact effectively across cultures, building trust and alignment in diverse teams | Possess hands-on experience in setting up BI-based controlling systems for procurement | Understand compliance and sustainability impacts—and integrate them into procurement decisions
166;Product Marketing Specialist (80 - 100%);ABB Schweiz AG;Baden, Zurich, Morges, Vaud;Executing local marketing strategies, clearly communicating product value, and positioning our solutions for success, while keeping targets in sight, defining actions, and following through to achieve revenue and margin goals together with the different teams. | Identifying trends, analyzing competitors, gathering customer insights – and translating them into actionable business plans. | Coordinating market analyses with Sales team members and defining appropriate forecasts and plans, and evaluating and sharing customer research, market conditions and competitor data. | Equipping our sales teams with the right materials, training, and technical know-how, and driving sales efficiency by delivering appropriate product knowledge information and training (technical and sales) for each Sales person.;University degree/ University of Applied Science degree preferably in electrical engineering or related field | Ideally a minimum of 2 years of relevant work experience in medium voltage switchgear domain | Business fluency in German and English (at least C1), preferably complemented by French or Italian | Experience and proficiency in the usage of various Software | A track record in obtaining results combined with strong communication skills | Proven structured task organization and tracking skills
167;Head Facility Management Services;CBRE GWS GmbH;Basel-City;Is responsible for the FM services in region/country | Drives operational effectiveness and service excellence in soft and hard services | Demonstrates constant awareness of willingness to improve organisational and process related structures | Demonstrates strong leadership qualities to drive the performance across this expanding business and team | Ensures overall performance of the contract and required deliverables including contract compliance, performance management against KPI's, cost savings initiatives, and customer satisfaction | Leads a team providing facilities management services of a wide range of activities for hard and soft services, including HSE, energy optimisation and food management. | Ensures improvements are achieved and maintained and a proper balance is achieved between responding to client requests and cost effectiveness and maintaining GWS high standards | Drives and delivers services, projects and programs of work aligned to TCO and any savings obligations, contributes to full end-to-end project performance aligned to the contractual and commercial obligations | Has a strong analytical and problem solving approach applying value creation / innovation across FM services / supply chain | Ensures the successful implementation of portfolio-wide initiatives and programs including savings program, energy program, HSE, playbooks, training & development, and succession planning | Works in demanding environments, managing change, multiple projects, and deadlines | Manages the total facilities expenditure vs. budget and runs variance analysis | Ensures that FM services and procedures adhere to applicable laws, policies and best practise guidelines | Has the ability to review and analyse complex financial / business reports / data and generates innovative solutions / corrective action plans | Engineering, property, or business-related degree or equivalent | At least 8 years' experience in an integrated FM role in a wider geography / clear evidence of cross-functional experience in an outsourced environment | Recognised, facilities management professional qualification | A highly motivated individual, with excellent use of initiative and demonstrates a strong passion for service excellence and understanding customer needs | Ability to solve technical problems providing a variety of options in a range of situations | Fluency in written and spoken English and German language | Ability to write detailed reports and business case preparation | Regional and international development opportunities in a fast-growing company | Wide range of internal and external training opportunities | CBRE GWS as a global player in the service sector with well-known customers from a multinational environment | Good general conditions, such as at least five weeks' holiday, 40 hours a week, and an attractive pension fund solution;no skills found on this job ad
168;Supplier Quality Engineer (Investment Casting / Forging) (m/f/d) (80-100%);Nicht offengelegter Arbeitgeber;Baden;Take ownership of the industrialization and ramp-up of new turbocharger components at investment casting or forging suppliers | Proactively identify and clarify technical risks early in the development process, working closely with suppliers to improve part manufacturability and process robustness | Lead the First Article Inspection (FAI) and PPAP processes, acting as the primary interface between suppliers and internal technical teams | Plan and manage the transition from sample to series production, ensuring a smooth ramp-up by collaborating with suppliers on production control plans, risk mitigation strategies, and quality assurance measures;Develop and execute the quality strategy for the investment casting and forging suppliers | Proactively identify and eliminate potential quality risks, addressing customer complaints through thorough root cause analysis and the implementation of robust, long-term corrective actions | Lead supplier development initiatives focused on driving sustainable improvements | Continuously challenge and improve internal quality processes, tools, and specifications to increase efficiency and prevent issues before they occur | Serve as the quality representative in new product development projects, ensuring early integration of quality standards and effective use of lessons learned from past programs
169;(Senior-) Consultant - Technology Consulting - Cyber Security;EY (Ernst & Young AG);Zurich;You will gain insights into cutting-edge IT security environments and into our global methodology | Your focus will be on cyber security and advisory services, information security and risk assessments of processes, applications, systems | Assist our clients in understanding cyber threat landscape, assess the maturity of their cyber security strategy | Technology architecture and implementation | Implement or improving cyber security management strategy and processes at the clients' organization | Support our leading cyber security projects within a Transformation program | Support organizations to improve their cyber security processes | Develop cyber security Frameworks, based on industry best practices as well as international and applicable national standards;Degree (Bachelor or Master) in Business Information Technology, in a technical field (e.g. Computer Science) with touch points to Cybersecurity topics or equivalent education | A passion for advisory and Cybersecurity topics | Experience with cyber security frameworks (ISO, NIST, etc.) | An understanding of security with a good overview of all aspects within security with regards to prevention, detection and response | Excellent written and verbal communication skills in English and German | Strong client services orientation and accustomed to taking a proactive role in engagements | Independent, solution-oriented and structured approach | Flexible, responsible and self-confident personality, who feels comfortable in client's environment | Readiness for work assignments on site at our clients
170;Enterprise Services Expert Sales & Solution Development (f/m/d) (80% - 100%);Siemens Healthineers International AG;Zuerich, CH-ZH;Responsible for driving transformative solutions as the Value Partnerships Sales Representative at Enterprise Services. | Lead the entire sales journey, from initial pitch to contract negotiation and implementation, working with interdisciplinary teams. | Orchestrate pre-sales activities, deliver product demonstrations, and champion Value Partnership projects from presales to implementation. | Identify and address strategic priorities of customers, crafting innovative solutions from the Siemens Healthineers portfolio and business partners. | Co-create bespoke solutions with customers, integrating services like training, consulting, and innovative concepts. | Collaborate with internal and external stakeholders, coordinate activities, and support marketing efforts, with approximately 40% travel within Switzerland.;A degree in business administration, health economics, natural sciences, medicine, or medical technology, with several years of project management experience in complex projects within the Swiss healthcare market, focusing on strategic consulting, supply chain management, and healthcare operations. | Proven sales and negotiation experience at management level for complex projects, with in-depth knowledge of the operational processes of healthcare providers in Switzerland. | Professional experience in the Swiss healthcare market, focusing on solutions business, with a solid understanding of the Swiss healthcare system, its trends, and the structures and processes of medical service providers (preferably in medical imaging and radiation oncology). | Fluent in German or French, capable of negotiating and communicating with clients at management level, with strong proficiency in English, and a strong affinity for IT and basic knowledge in medical informatics. | Proficiency in using project management tools and MS Office, with excellent communication skills to address different audiences, including management level. | Strong negotiation skills, both internally and externally, highly structured and organized with a hands-on approach, and a service- and solution-oriented mindset focused on achieving results. | Collaborative and team-oriented, thriving in multidisciplinary settings, with solid methodological and analytical competencies, flexible and adaptable, motivated to explore new approaches, and proactive and committed to driving the project forward internally and externally.
171;System Engineer C5I;RUAG MRO Holding AG;Bern;Developing and enhancing a cutting-edge platform for cyber training applications in a multidisciplinary team | Responsibility for designing, implementing and maintaining the hardware, network, and operating system components of the platform | Configure and maintain network devices and manage Linux server environments | Implement monitoring and security tools for system supervision | Leverage scripting tools to automate deployments and system configurations | Collaborate closely with DevOps and platform engineers to ensure an integrated and automated operational framework | Implement monitoring tools and resolve incidents through troubleshooting to guarantee smooth operations;"Degree in Computer Science or equivalent education or extensive experience as a career changer | Solid knowledge of Linux administration such as RHEL and Ubuntu | Experience in networking technologies such as TCP/IP, DNS, DHCP, VPNs, and VLANs, virtualization with Proxmox, and containerization with Docker and Kubernetes | Experience with scripting languages such as PowerShell, Bash, or Golang is an advantage | Strong quality awareness, initiative, and assertiveness | Excellent English skills are a must; good German skills are an advantage"
172;Lead DevOps Engineer – cloud application;Mettler Toledo;Nänikon-Greifensee;Technical lead of the DevOps Team (10 team members) | Oversees the backlog of all DevOps activities. Works closely together with project managers regarding prioritization and execution of DevOps activities. | Work closely with your cooperation partners who are Architects, test-automation-teams and software development teams. | Plan, design, implement and test application deployment strategies | Develop solutions to automated deployment of production and testing environment | Evaluate and integrate appropriate tools for monitoring, tracing and diagnosing applications | Review and analyze product and system specifications and provide technical recommendations in your field of expertise | Guide and train teams on best practices regarding container deployment, testing and management | You have at least a bachelor's degree (FH / University) in computer science, IT or related technical/scientific discipline | You bring several years of work experience in leading a technical team, Familiarity with phase models and agile methods | Proficiency with DevOps and Infrastructure as Code (preferably in Azure DevOps) and in deploying and securing container-based systems such as Docker, Kubernetes on private and public clouds | You are experienced in programming languages and/or scripting languages, e.g. C#, Python, Shell | You bring a good knowledge of operating systems, especially Linux, general networking, cloud infrastructure, system monitoring, and operating CI/CD pipelines | You are fluent in English, oral and written, with good communication skills. German is a plus | Flexible working hours (depending on the role), a hybrid work model, and a wide portfolio of training opportunities | A 40-hour work week with at least 25 vacation days per year, plus 4 to 7 additional days off between bank holidays | Free parking and direct access to public transport | Healthy lunches cooked onsite at our own METTLER TOLEDO restaurant, with special prices for employees | We offer a dynamic and innovation-driven corporate culture that promotes teamwork, personal development, and a passion for excellence. | A range of additional attractive benefits, including employee discounts at select area businesses;no skills found on this job ad
173;Platform Engineer C5I;RUAG MRO Holding AG;Bern;Design, implement, and maintain a stable, secure, and resilient platform for hosting cyber training applications | Develop scripts for software applications, components, modules, and interfaces | Ensure the required development, testing, and production systems are in place, including the necessary networking for software applications | Monitor platform performance, reliability, and security, addressing potential bottlenecks and ensuring SLA compliance | Collaborate with DevOps and System Engineering teams to align infrastructure with application requirements and implement CI/CD pipelines | Maintain system documentation to ensure all architecture, processes, and configurations are clear and accessible;"Degree in Computer Science or a vocational qualification as an IT specialist, or relevant work experience in platform or application development | Strong knowledge of virtualization and containerization technologies as Proxmox, VMware, KVM, Docker, Kubernetes | Enthusiasm for automation, with hands-on experience using tools such as Ansible and/or Terraform | Proficiency in scripting and programming languages (Python, Go, Bash) for infrastructure automation | Experience with hyper-converged systems and storage solutions such as Minio is a plus | Self-motivated, proactive, and detail-oriented approach to work | Excellent English language skills are required; proficiency in German is a plus"
174;Security System Engineer (m/f/d);Ronal AG;Härkingen;Design and implement security measures for systems built on Microsoft technologies, including Windows Server, Azure, and Microsoft 365 | Configure and manage Microsoft security tools such as Defender for Endpoint, Defender for Identity, and Defender for Cloud | Design and implement secure remote access solutions for employees and third parties using Microsoft technologies, such as VPNs, Remote Desktop Services (RDS), and Azure Virtual Desktop (AVD), or third-party solutions | Configure and manage security controls for remote access tools, including Microsoft Intune for endpoint protection and Azure Conditional Access | Respond to alerts and investigate incidents using Microsoft security tools | Enforce compliance policies using Microsoft Purview for data classification and protection | Ensure alignment with frameworks like TISAX, GDPR, or NIST using Microsoft Compliance Manager | Secure Windows operating systems, SQL Server, and other Microsoft applications against vulnerabilities | Apply security baselines and hardening configurations using Group Policy and Microsoft Security Compliance Toolkit | Bachelor's degree in Computer Science, Information Technology, or a related field | Certifications: Relevant Microsoft certifications, such as Microsoft Certified Security, Compliance, and Identity Fundamentals, Azure Security Engineer Associate, Information Protection Administrator Associate | Several years of experience in IT security | Expertise in Microsoft Defender suite (Endpoint, Identity, Cloud, Office 365) | Proficiency in securing and managing Windows Server (2016, 2019, 2022) and Windows 10/11 | Hands-on experience with Active Directory and Azure Active Directory (AAD) for identity management | Strong understanding of network security principles, including firewalls, VPNs, and virtual networks in Azure | Knowledge of system hardening techniques and security baselines using Microsoft Security Compliance Toolkit and Group Policy | Proficiency in configuring and securing Microsoft Azure services, including Azure Security Center | A challenging environment in a global company that leads the industry | Hybrid working model with up to two remote workdays per week | Attractive employment conditions, professional development, and career growth opportunities | A collaborative and forward-thinking team culture;no skills found on this job ad
175;Mechanical Supervisor;Mercury Engineering, Mercury House, Dublin /IRL;Zurich;Management of the Mechanical Systems under your control. | Management of Site Safety in conjunction with the project manager and the Mercury Safety Advisor. This will include the setup, management of and closing out of the safety file as part of the Management team. | Management of Site QA in conjunction with Mercury QA Manager including set up, management and close out of file | Management of Project Schedule in conjunction with Mercury Project manager, consulting Engineer and Client requirements | Management of all costs associated with your package including:;Management of all day to day site operations | Ensure Mercury Policies and procedures are followed closely. | Management of sub-contractor activities including tracking progress against schedule and staffing levels. Ensure that there is a weekly minuted meeting with sub-contractor. | Management of the Mercury “In Progress” snagging system ensuring that the supervisors return weekly punch lists where applicable. | Ensure all snags are distributed to all Sub-contractors | Issue direct labour hours and sub-contractor hours to time administrator for tracking centrally. | Attendance at Site Meetings, Internal Project Reviews, Engineering Reviews, Planning and Co-ordination Meetings and Handover Meetings | Close out of all project items including Final Account, O & M Manuals, Punch List, Safety File, QA File, Material and Plant re-locations, Project Plan – all with the support of the site project manager and your project team. | Issue weekly cost reports. This will include all orders placed, materials expected, and labour levels. | Issue internal weekly progress report rolled up from project supervisors report. This will highlight progress percentage complete based on WBS codes and any concerns. It should also highlight any risk elements within the control of Mercury, eg: late deliveries. | Issue external weekly progress report, to the project manager, highlighting areas not available, delays, shortage of design, third party hold ups and percentage complete. | Schedule material deliveries to correspond with the project schedule. Track deliveries. | Maintain a weekly project photographic diary | All other duties associated with the role.
176;Scientist;Bavarian Nordic Berna GmbH;Bern;Perform all functions associated with process transfer and process support, e.g. develop process understanding, perform FMEA, generate process models, author / review Process Descriptions, Master Batch Records, reports, deviations and change controls, perform process monitoring. Serve as knowledge receiver and drive process implementation, process scale up and manufacturing for late-stage clinical trials as well as commercial products | Equipment selection, dimensioning, and materials planning | Selection of single-use materials and design of assemblies | Create user requirements specification for equipment/ facilities | GMP manufacturing support incl. troubleshooting (person in plant for first batches after Technology Transfer) | SME for production problems in the area covered by the scientist and first point of contact | Provide guidance on process transfer and support activities to junior members of the team | Introduce ideas for process improvement and implement them in collaboration with the different teams | Train production operators on new processes;MSc in biological sciences or related fields, PhD preferred | Advanced knowledge of scale up and mass transfer, formulation, upstream processes (such as, cell biology, cell culture, bioreactor operation, etc.) and/ or downstream processes (such as ultrafiltration, harvest, chromatography, etc.) | Intermediate knowledge of statistical data analysis and interpretation (JMP preferred) | Strong experience in development / process definition of upstream processes by using mammalian cell lines | Experienced in aseptic technique and mammalian cell culture | In depth knowledge of large-scale manufacturing, current Good Manufacturing Practices and US/EU regulations | Excellent written (especially technical writing) and verbal communication skills in English. German is a plus, but not mandatory
177;Experte für Zoll und Aussenhandel (M/W/D);STRATEC Switzerland AG;Beringen;Durchführung von Warenursprungskalkulationen sowie Bestimmung von Präferenzberechtigungen | Kontakt mit Lieferanten und Spediteuren | Erfassung von Importverzollungen (e-dec) | Kontakt mit Zollbehörden und Grenzstellen | Bearbeitung allfälliger Zollrevisionen | Ansprechperson für sämtliche zollspezifischen Fragen des Imports | Mithilfe beim Aufbau der Zollabteilung | Eine gewisse Reisebereitschaft (ca. 5-10%) für Reisen ins Headquarter in Deutschland wird vorausgesetzt | Warentarifierung auf Basis von Tares | Erstellung von Ursprungszeugnissen;Ausbildung zum Zolldeklaranten oder mehrjährige Erfahrung als Deklarant | Ausgewiesener Zollexperte mit mehrjährigen Kenntnissen bei Zollabwicklungen | Ausgezeichnete Zolltarifkenntnisse | Gute Kenntnisse in Aussenhandel und Exportkontrollrecht | Sicherer Umgang bei Warenursprungs- und Präferenzbestimmungen für Herstellgüter, Handelsware, Reparaturen, Ersatzteile etc. | Gute deutsche und englische Sprache in Wort und Schrift | Gute IT-Anwenderkenntnisse (MS Office), SAP von Vorteil | Integre Persönlichkeit mit ausgeprägtem Qualitätsbewusstsein | Gute organisatorische Fähigkeiten im administrativen Umfeld | Selbständiges Arbeiten und hohes Mass an Eigenmotivation
178;Head of GxP Academy;Universität Zürich;Zürich;Design the concept and structure of the GxP Academy, covering GLP, GMP, GCP, MDR/IVDR. | Build a coordinated course portfolio, aligning academic and industry needs. | Develop strategic collaborations with partner institutions (e.g., CTC USZ, industry players, regulatory bodies) to avoid duplication and ensure complementarity. | Establish administrative and operational processes, including scheduling, participant registration, and certification. | Monitor and continuously improve the quality and relevance of the curriculum. | Build a digital teaching platform to allow for remote/international participation.;Organize and deliver lectures, seminars, and workshops in the areas of GxP and regulatory science. | Develop educational materials (slides, case studies, e-learning modules, exams). | Incorporate practical, real-world examples from drug and device development. | Mentor and guide participants, ensuring knowledge transfer to both academia and industry.
179;Finanzbuchhalter (M/F/D) 80 - 100 %;STRATEC Switzerland AG;Beringen;Sie arbeiten im operativen Tagesgeschäft unserer Finanzbuchhaltung mit | Sie erstellen selbständig Monats-, Quartals- und Jahresabschlüsse nach OR sowie IFRS | Sie führen das monatliche Reporting an die Muttergesellschaft in Deutschland durch | Sie übernehmen die Abstimmung der Intercompany Transaktionen | Sie führen die Anlagenbuchhaltung | Sie unterstützen in der Nebenbuchhaltung wie z.B. in der Kreditorenbuchhaltung | Sie sind verantwortlich für die MWST-Abrechnung | Sie unterstützen bei diversen weiteren Aufgaben innerhalb des Controllings;Abgeschlossene Weiterbildung im Finanzbereich (eidgenössischer Fachausweis im Finanz-und Rechnungswesen oder gleichwertige Ausbildung) | Mindestens 3 Jahre Erfahrung im Finanz- oder Treuhandwesen. | Bilanz- und abschlusssicher | IFRS-Kenntnisse von Vorteil | Sie verfügen über sehr gute Anwenderkenntnisse in SAP und sicheren Umgang mit den gängigen MS Office Anwendungen | Sie sind belastbar, zeichnen sich durch eine selbständige und strukturierte Arbeitsweise aus | Sie bringen eine hohe und flexible Einsatzbereitschaft sowie die Fähigkeit zum vernetzten Denken mit | Teamfähigkeit sowie gute Englischkenntnisse in Wort und Schrift runden Ihr Profil ab
180;Quality Assurance Manager Autoinjectors;Ypsomed AG;Burgdorf;Act as Quality Assurance (design assurance) representative in development projects for platforms and product variants, as well as in Life Cycle Management activities. | Ensure compliant documentation in the projects and processes acc. to applicable standards, regulations and customer requirements | Drive the resolution of quality issues through effective collaboration across all organizational levels and functions | Collaborate in projects and sub-projects for optimisation, harmonization and further development of processes | Monitor and analyze quality performance indicators and ensure transparent reporting to relevant stakeholders | Perform investigations, prepare quality reports and apply statistical methods to support data-driven decision-making | Support quality-related communication with customers and actively participate in internal, customer, and regulatory audits;Technical background (preferentially mechanical engineering / polymer engineering, automation) or equivalent formation in natural sciences (FH, ETH, University) or equivalent relevant professional experience | Minimum two years of experience in a comparable role in the MedTech sector or comparable industry | Strong methodical competence and a structured, goal-oriented approach to problem-solving. | Ability to work within regulated environments, ensuring compliance with applicable standards and regulatory requirements (e.g., ISO 13485:2016) | Proficient in ERP systems (e.g., SAP) and familiar with additional tools such as TrackWise, JIRA, Power BI, SAP Analytics Cloud, and AI-based applications | Good communication and language skills in writing and orally (German and English B2 or higher)
181;Lagermitarbeiter Nachtschicht 80-100%;Nicht offengelegter Arbeitgeber;Schlieren;Kommissionierung der bestellten Produkte mittels Datenfunk-Terminal Pick-by-Voice oder funkengesteuertem Handscanner | Mengen- und Qualitätskontrolle der zu kommissionierenden Produkte | Allgemeine Lagertätigkeit | Warenannahme und -aufgabe an den Förderanlagen | Übergreifende Unterstützung in anderen Abteilungen bei hohem Arbeitsanfall;Gute Deutschkenntnisse mind.B1 | Gute körperliche Verfassung | Sicherheitsschuhe sind Pflicht | Arbeiten in der Kälte +2 bis +5 Grad
182;Senior Project Leader 80 - 100 % (w/m/d);Hamilton Bonaduz AG;Bonaduz;Abgeschlossenes Studium im technischen oder naturwissenschaftlichen Bereich | Mehrjährige Erfahrung im Projektmanagement sowie in der Führung von hybriden Projektteams innerhalb einer Matrixorganisation | Praxis in mindestens einem der folgenden Bereiche: Automatisierungstechnologien, Softwareentwicklung oder Life-Science-Anwendungen | Erfahrung im agilen Projektmanagement | Gute Sprachkenntnisse in Deutsch und Englisch | Erfahrung in der Benutzung von Jira wünschenswert;no skills found on this job ad
183;Internationaler Servicetechniker 80 - 100 %(m/w/d);Nicht offengelegter Arbeitgeber;Merenschwand;Störungen beheben – in der Schweiz & weltweit | Service, Wartung & Inbetriebnahme direkt beim Kunden | Lösungen entwickeln – vor Ort oder intern | Schulungen durchführen & Support für Verkauf & Innendienst | Basisstandort: Meisterschwanden AG;Ausbildung als Automatiker, Elektromonteur oder Elektroniker | Reisebereit (ca. 50–60%) | Wichtig: Englischkenntnisse ein muss | SPS-Kenntnisse nice to have | Führerausweis Kat. B
184;Servicetechniker Kälte- und Klimatechnik w/m;Weiss Technik AG;Altendorf;Fehlerdiagnose und Reparatur sowie regelmässige Wartungen | Kalibrierungen, Qualifizierungen und Validierungen | Montagen und Inbetriebnahmen unserer eigenen Anlagen | Kundeneinweisung an Geräten und Anlagen | Um- und Nachrüstungen an Bestandsanlagen;Erfahrung als Servicetechniker in der Kältetechnik ist von Vorteil | Sie sprechen Deutsch und Französisch und/oder Englisch | Fundierte Kenntnisse in der Mess- und Regeltechnik | PC-Kenntnisse (MS-Office, Outlook) | Flexibilität sowie Einsatz- und Weiterbildungsbereitschaft | Teamfähigkeit und eine ausgeprägte Dienstleistungsbereitschaft
185;Assistant Produktmanagement 60-80% (all genders);Borer Chemie AG;Zuchwil;"Erstellung, Pflege und Verwaltung produktbezogener Dokumentationen | Unterstützung des Vertriebs bei technischen Anfragen | Bearbeitung und interne Weiterleitung von Kundenrückmeldungen | Unterstützung des Productmanagements bei Projektaufgaben | Themen-Inputs für Social Media-Posts und -Kampagnen in Zusammenarbeit mit Marketingkommunikation | Mitgestaltung von Messeauftritten und Begleitung des Teams vor Ort | Abgeschlossene kaufmännische Grundausbildung | Mehrjährige Erfahrung im Bereich Assistenz oder in einer Koordinationsfunktion | Neugier und Interesse an der chemischen Industrie sowie die Bereitschaft, sich in wissenschaftlichen Themen einzuarbeiten | Ein Flair für Marketing- und Kommunikationsthemen | Kundenorientiertes und unternehmerisches Denken und Handeln | Selbständige, strukturierte, organisierte und initiative Arbeitsweise mit guter Durchsetzungsfähigkeit | Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift; weitere Sprachen (insbesondere Französisch) von Vorteil | Sicherer Umgang mit MS Office (Word, Excel, PowerPoint) | Abwechslungsreiche Tätigkeit an der Schnittstelle zwischen Produktmanagement, Marketing, Vertrieb und Kunden | Mitarbeit in einem motivierten und engagierten Team | Flexible Arbeitszeiten sowie Möglichkeit für Homeoffice | Familienunternehmen mit persönlicher Atmosphäre | Verschiedene Team- und Firmenevents | Vergünstigte Fitness-Mitgliedschaft und REKA-Checks | Frische Früchte und kostenlose Getränke";no skills found on this job ad
186;Project Leader/Product Owner OEM Key Accounts 80 - 100 % (w/m/d);Hamilton Bonaduz AG;Bonaduz;Verantwortung für Termine, Kosten und Qualität der Projekte | Projekte vorantreiben sowie die Koordination der verschiedenen Aufgaben | Entscheidungsgrundlagen für Stakeholder bereitstellen | Sicherstellen, dass Projektziele hinsichtlich Qualität, Kosten und Terminen erreicht werden | Projekte planen, durchführen, die Fortschritte überwachen und abschließen | Projektteams, Budgets und Zeitpläne verwalten | Abgeschlossenes Studium der Ingenieurwissenschaften oder Naturwissenschaften | Mehrjährige Erfahrung in der Leitung von Projekten und/oder im Produktmanagement | Erfahrung in den Bereichen Diagnostik und/oder Life Sciences sowie Laborautomatisierung | Kommunikative und teamorientierte Persönlichkeit | Freude an der Arbeit in interdisziplinären Teams | Zuverlässigkeit, Verantwortungsbewusstsein, Eigeninitiative und Organisationstalent | Fließende Englischkenntnisse in Wort und Schrift sowie gute Deutschkenntnisse | Bereitschaft zu internationalen Reisen (ca. 20 %);no skills found on this job ad
187;Metallkundelaborant 80% - 100% (m/w/d);Eurofins Qualitech AG;Winterthur;Selbstständige Durchführung metallographischer Untersuchungen | Herstellung von Schliffproben und Aufnahme lichtmikroskopischer Bilder | Durchführung von Härtemessungen | Erstellung von Prüfprotokollen und Dokumentationen | Mitarbeit bei Schadenanalysen sowie produktionsbegleitenden Prüfungen – ein vielfältiges und spannendes Aufgabengebiet;Abgeschlossene Ausbildung als Werkstoff- oder Physiklaborant, Metallograph oder Werkstoffprüfer | Mindestens 10 Jahre Berufserfahrung in der Metallographie | Fundierte Kenntnisse metallischer Strukturen sowie Gefügepräparationstechniken | Sehr gute Deutschkenntnisse, Englisch von Vorteil | Hohes Qualitätsbewusstsein und Freude am Umgang mit Laborgeräten | Kundenorientiertes Denken, Zuverlässigkeit und Teamgeist
